Sprint_ID,Sprint_Number,Planned_Story_Points_Sprint,Completed_Story_Points,Percent_Done,Days_Remaining_Sprint,Historical_Velocity,Blocked_Stories,Scope_Change,Success_Label,Assignee,Planned_Story_Points_Resource,Current_Assigned_SP,Historical_Avg_SP,Remaining_Days_Resource,High_Priority_Tasks_Resource,Current_Workload_Percent,Expected_Overload,Issue_ID,Issue_Type,Priority,Original_Estimate_Hours,Story_Points_Issue,Description_Issue,Resolution_Time_Hours,Total_SP_This_Sprint,Historical_Avg_SP_Burnout,High_Priority_Tasks_Burnout,Consecutive_Overloads,Risk_Flag,Summary,Description_Resource,Labels,Original_Estimate_Resource,Story_Points_Resource,Assignee_Resource,Resolution_Time_Resource
SP7738,39,26.09,20.81,79.76,2.79,37.68,0.36,5.8,0.71,Frank,33.3,48.62,46.02,2.0,1.15,90.4,0.34,ISS2215,Story,Medium,1.0,1.62,Update UI,4.49,49.24,39.7,1.34,0.25,0.09,Resolve blocker,Regression fix,Bug,10.86,8.25,Alice,13.21
SP6008,4,53.37,44.89,84.11,4.31,58.73,0.48,5.83,0.68,Grace,35.39,47.94,38.48,3.68,0.33,134.85,0.57,ISS1946,Story,Low,2.24,4.14,Refactor code,4.34,40.31,39.71,2.72,1.21,0.18,Refactor module,New module,Backend,6.35,7.64,Bob,15.15
SP8722,5,31.99,24.32,76.02,5.42,20.0,0.02,10.01,0.47,Alice,38.65,59.92,30.45,3.18,1.29,104.26,0.42,ISS9435,Story,Low,5.94,1.03,Add feature,3.9,24.51,50.8,0.15,2.08,0.08,Develop feature,New module,Performance,5.38,5.89,Grace,15.25
SP5732,12,58.25,45.19,77.58,5.09,53.92,0.11,5.7,0.66,Grace,52.07,45.64,42.09,6.11,3.03,105.77,0.52,ISS5841,Bug,High,9.24,5.21,Refactor code,20.73,48.54,44.06,0.26,1.01,0.03,Code cleanup,Performance issue,Bug,7.48,5.42,Henry,18.6
SP4939,20,41.19,34.18,82.98,4.04,55.34,0.31,-1.12,0.79,Alice,37.85,20.02,40.53,7.8,3.87,114.54,0.46,ISS6607,Bug,High,1.0,4.77,Performance fix,3.61,36.23,40.73,0.63,0.08,0.13,Refactor module,Regression fix,Feature,7.63,4.9,Bob,10.07
SP3213,9,56.01,43.17,77.08,6.99,59.79,1.91,0.04,0.61,Carol,32.55,39.37,48.9,7.95,0.0,114.61,0.33,ISS6497,Story,Medium,3.58,7.21,Fix bug,5.72,44.49,55.83,0.52,0.32,0.04,Database migration,Tech debt,UI,8.01,3.66,Carol,13.99
SP9363,25,30.28,17.73,58.55,2.53,62.13,3.03,1.92,0.58,David,43.21,39.76,34.33,9.46,2.71,58.71,0.24,ISS6220,Task,Medium,1.42,6.12,Fix bug,4.49,43.25,55.57,1.67,0.16,0.07,API integration,Regression fix,DevOps,9.29,7.42,Bob,13.57
SP7507,38,65.58,38.4,58.55,4.5,43.78,4.2,2.76,0.43,Grace,35.78,37.66,55.84,5.43,0.46,115.55,0.37,ISS5065,Story,High,1.95,3.06,Add feature,5.69,36.14,39.52,0.59,1.47,0.02,Improve performance,Regression fix,Bug,6.1,5.6,Grace,16.95
SP4431,34,42.18,33.08,78.43,8.39,28.53,0.38,-0.45,0.61,Alice,32.48,11.7,33.95,7.6,1.84,74.96,0.34,ISS2454,Bug,Medium,2.66,7.55,Update UI,7.9,34.09,53.36,1.36,0.65,0.0,Develop feature,Performance issue,UI,1.0,6.18,Frank,15.16
SP9255,28,50.21,47.92,95.44,7.96,37.28,0.53,3.19,0.8,David,41.51,17.82,50.23,9.13,0.73,69.18,0.33,ISS5006,Story,Medium,5.01,4.54,Fix bug,6.88,30.77,35.64,0.08,2.01,0.07,Refactor module,Performance issue,Performance,3.57,5.59,David,15.32
SP5487,30,50.1,42.79,85.41,3.0,56.21,0.35,-2.0,0.67,Frank,30.03,39.4,38.8,6.32,1.3,102.57,0.38,ISS8517,Task,High,8.02,5.87,Refactor code,12.4,35.66,39.62,0.25,2.55,0.07,Fix bug,Critical bug,Feature,1.54,7.08,Frank,14.99
SP4892,10,36.4,22.77,62.55,6.31,28.0,0.89,0.25,0.4,David,29.69,48.85,44.46,4.13,2.03,65.16,0.33,ISS1736,Task,Medium,2.01,5.21,Refactor code,7.89,43.95,49.92,0.09,1.18,0.0,Improve performance,New module,Backend,3.95,7.86,Frank,14.06
SP5263,37,56.12,46.27,82.45,3.87,49.34,0.1,4.18,0.67,Frank,29.68,52.11,36.49,6.54,1.92,104.41,0.44,ISS7543,Story,High,1.94,5.68,Refactor code,5.2,39.52,37.99,1.27,0.91,0.0,Add unit tests,Critical bug,Feature,2.62,1.73,Carol,8.75
SP9114,8,35.32,22.97,65.03,1.77,39.89,0.69,-2.0,0.44,Henry,45.36,25.29,42.1,7.59,1.91,85.27,0.46,ISS7807,Task,Low,2.67,3.56,Refactor code,1.0,48.03,54.32,0.0,1.35,0.05,Refactor module,Tech debt,UI,8.18,6.17,Alice,19.81
SP5379,36,54.83,36.11,65.86,6.4,54.39,0.1,7.37,0.59,Henry,54.98,32.0,35.72,4.99,0.0,105.41,0.35,ISS1341,Task,Medium,7.28,6.67,Refactor code,9.97,40.44,42.59,0.22,1.44,0.06,Database migration,Performance issue,Testing,11.88,4.44,Grace,6.85
SP6425,13,29.28,14.88,50.82,3.89,37.9,0.76,9.11,0.39,Grace,31.96,53.31,27.75,5.01,1.52,98.04,0.51,ISS7180,Task,High,1.0,6.16,Fix bug,4.85,39.0,30.15,0.56,1.53,0.24,Develop feature,Critical bug,Security,3.05,4.04,David,7.52
SP3155,16,58.63,40.94,69.83,5.03,58.93,0.27,5.65,0.55,Henry,53.15,51.27,44.12,4.94,2.7,75.21,0.43,ISS4748,Story,Low,11.45,6.84,Refactor code,11.09,27.06,35.2,0.04,0.8,0.06,Add unit tests,New module,Testing,1.0,3.44,Grace,14.8
SP3209,17,57.54,52.66,91.52,5.48,52.1,0.46,-0.77,0.69,Frank,45.55,44.06,37.78,3.83,1.28,92.34,0.35,ISS2047,Task,Low,19.73,1.74,Write tests,8.93,54.51,49.19,1.02,0.17,0.04,Database migration,New module,Backend,8.22,4.71,Frank,9.69
SP5481,25,41.28,35.61,86.26,2.81,44.47,0.79,5.3,0.74,David,53.4,46.64,34.88,5.01,2.45,91.3,0.35,ISS7026,Bug,Low,14.72,4.2,Fix bug,14.86,43.38,38.27,1.44,2.38,0.16,API integration,Regression fix,DevOps,1.0,7.64,Bob,8.43
SP4858,21,28.16,15.67,55.65,5.29,50.68,2.04,5.79,0.6,Bob,32.71,34.4,37.5,4.93,1.7,94.08,0.41,ISS8987,Story,Low,7.25,7.84,Fix bug,7.8,30.66,41.42,0.22,0.53,0.05,Code cleanup,New module,Bug,5.09,6.26,Bob,17.57
SP5018,6,47.7,40.24,84.36,3.12,57.04,0.56,-2.0,0.68,David,27.46,44.86,43.65,8.4,2.68,86.45,0.5,ISS5088,Bug,Medium,5.87,6.55,Refactor code,10.56,27.66,34.69,0.17,1.63,0.03,Code cleanup,New module,Bug,3.89,6.55,Henry,17.7
SP2481,11,25.55,16.01,62.66,6.27,50.78,2.25,6.97,0.56,Alice,44.61,40.68,37.46,2.0,2.84,95.63,0.38,ISS8593,Task,High,1.0,6.52,Performance fix,4.7,37.89,41.69,0.54,0.63,0.0,Add unit tests,Performance issue,DevOps,6.73,5.4,Eve,12.83
SP2589,8,60.1,36.45,60.65,3.97,34.62,0.36,8.19,0.46,Grace,23.74,27.49,31.22,6.62,0.82,117.28,0.4,ISS5672,Story,Medium,27.12,4.91,Add feature,29.24,46.49,46.98,1.24,0.92,0.0,API integration,New module,DevOps,23.22,7.59,David,11.24
SP9478,33,52.01,45.24,86.98,4.82,28.55,0.85,5.56,0.64,Bob,43.09,40.38,31.74,10.0,2.37,94.8,0.45,ISS6198,Task,Low,5.04,6.7,Write tests,6.53,30.1,33.61,0.63,0.49,0.08,Load testing,User request,DevOps,8.51,6.46,Alice,12.17
SP4385,3,45.98,37.38,81.3,8.3,40.21,0.58,-1.45,0.72,Henry,37.81,64.0,32.35,8.17,1.46,87.09,0.42,ISS3819,Bug,High,2.06,4.8,Add feature,9.48,35.65,32.0,0.54,0.05,0.07,Develop feature,User request,Refactor,2.1,4.28,Carol,9.82
SP1560,27,41.63,25.64,61.59,4.62,50.61,0.21,7.52,0.51,Frank,47.26,75.0,48.36,8.71,2.74,94.82,0.56,ISS2404,Bug,Low,6.07,4.24,Write tests,10.58,30.62,40.64,2.25,1.99,0.11,Develop feature,Tech debt,Testing,1.16,7.05,Frank,15.86
SP8100,16,44.29,34.18,77.17,4.77,54.85,1.04,-0.59,0.79,Grace,31.86,44.95,56.52,5.96,0.92,124.76,0.5,ISS6903,Bug,Medium,10.29,3.07,Refactor code,14.85,40.02,44.24,3.0,0.58,0.1,Security patch,Performance issue,Feature,3.32,8.12,David,9.89
SP6954,28,33.85,29.82,88.09,3.85,44.87,0.97,-1.47,0.74,Eve,42.69,51.93,43.19,8.18,2.96,104.99,0.44,ISS5723,Task,High,4.91,5.92,Refactor code,8.3,47.58,50.08,0.43,1.1,0.02,Database migration,Performance issue,Testing,4.77,7.74,Eve,7.83
SP1428,39,40.71,27.99,68.75,7.9,34.75,0.98,-1.96,0.53,Frank,22.89,34.72,35.91,6.06,2.37,83.36,0.35,ISS6757,Story,Low,1.23,3.8,Write tests,4.06,31.93,39.85,2.28,0.15,0.0,Update UI,User request,DevOps,6.29,6.35,Alice,3.82
SP8526,7,50.76,37.41,73.7,2.35,29.84,0.01,6.82,0.6,Bob,36.5,44.73,30.68,7.55,2.74,70.06,0.4,ISS6112,Bug,Low,6.92,5.11,Add feature,9.4,34.72,37.08,0.14,0.93,0.0,Develop feature,Performance issue,Testing,10.02,3.94,Grace,12.0
SP3443,9,27.47,19.31,70.29,3.75,44.45,0.36,7.57,0.59,Carol,39.55,53.05,42.38,2.46,2.36,108.71,0.49,ISS1980,Story,Medium,2.3,6.2,Refactor code,7.36,32.9,44.64,0.79,0.22,0.03,Refactor module,Tech debt,Feature,1.0,8.19,Grace,9.63
SP4121,14,42.45,40.24,94.79,6.98,26.69,0.68,0.36,0.61,Carol,34.94,43.32,45.04,4.84,1.5,118.49,0.4,ISS2798,Story,Medium,5.45,5.21,Add feature,10.15,38.71,37.97,0.6,1.2,0.02,Refactor module,New module,Performance,14.07,2.02,David,13.03
SP9017,11,29.26,19.79,67.63,4.36,28.39,2.32,2.02,0.69,Eve,44.26,65.83,51.12,3.82,3.25,128.9,0.57,ISS7997,Bug,Low,5.38,1.06,Fix bug,4.56,44.61,35.97,0.13,1.72,0.16,Improve performance,Regression fix,DevOps,4.91,5.81,Alice,13.65
SP4488,33,48.73,39.31,80.67,1.7,45.93,0.44,1.43,0.75,Grace,31.63,60.94,39.58,2.88,4.46,126.0,0.7,ISS7119,Bug,Low,6.51,5.21,Write tests,8.55,25.3,39.62,1.2,0.27,0.08,Refactor module,New module,Backend,2.51,7.39,Alice,6.25
SP8092,9,28.74,19.17,66.7,6.93,53.75,0.28,1.35,0.64,Eve,36.6,42.84,44.56,6.14,1.47,124.98,0.46,ISS6868,Task,High,3.06,6.35,Add feature,5.25,45.85,51.73,0.39,1.6,0.17,Load testing,New module,Backend,1.0,6.5,Carol,12.21
SP3671,20,58.31,36.04,61.81,4.71,52.45,0.29,10.52,0.52,Grace,31.98,35.12,38.71,6.81,2.4,105.21,0.42,ISS5459,Bug,High,17.23,8.13,Fix bug,31.55,46.16,40.79,0.11,0.04,0.16,Develop feature,Regression fix,Bug,9.8,8.59,Henry,9.67
SP4452,26,46.82,30.9,66.0,4.63,62.33,1.4,2.78,0.68,Henry,18.05,60.24,37.32,4.93,1.32,104.8,0.54,ISS9445,Bug,Low,4.18,5.69,Performance fix,5.69,36.77,42.56,1.16,0.33,0.0,Resolve blocker,Tech debt,Testing,2.19,6.36,Bob,12.17
SP8985,9,32.63,19.46,59.64,6.53,56.85,0.83,7.79,0.54,Alice,47.0,32.28,19.09,10.27,3.09,101.63,0.6,ISS1378,Story,Medium,3.2,3.86,Refactor code,1.0,44.82,42.75,1.01,0.49,0.04,Code cleanup,Regression fix,UI,1.53,8.17,Alice,12.2
SP6843,28,28.72,15.1,52.58,5.59,56.57,5.0,-1.08,0.49,Alice,32.02,57.33,35.33,4.97,0.31,116.51,0.54,ISS6076,Story,Low,1.0,4.94,Refactor code,5.86,34.74,45.78,0.41,0.38,0.04,Code cleanup,Tech debt,Performance,7.67,6.99,Grace,10.45
SP1437,6,22.14,15.7,70.91,7.28,35.85,0.35,5.51,0.53,Eve,45.28,63.49,45.77,6.34,0.18,108.31,0.41,ISS6407,Task,Low,1.08,5.36,Performance fix,5.82,35.39,36.77,1.43,1.94,0.11,Load testing,New module,Refactor,5.83,3.22,Grace,8.79
SP1786,24,35.34,22.67,64.15,3.65,43.56,2.54,6.57,0.65,David,36.31,50.64,47.58,5.41,0.0,89.88,0.42,ISS6871,Bug,Medium,18.47,2.71,Refactor code,20.65,33.41,39.65,0.35,1.18,0.0,Fix bug,Critical bug,DevOps,1.81,5.0,Frank,10.2
SP6278,14,59.9,58.08,96.96,6.2,42.98,1.06,-0.99,0.69,Grace,32.08,32.71,40.76,3.76,2.74,94.07,0.38,ISS2738,Task,Low,1.44,1.19,Fix bug,3.96,29.5,39.07,1.76,1.77,0.0,Load testing,Tech debt,Feature,7.81,2.26,Grace,18.25
SP7332,20,47.45,37.1,78.19,0.65,47.88,0.28,-0.05,0.56,Grace,35.24,28.25,43.17,8.38,2.38,111.52,0.53,ISS4264,Story,Medium,1.0,8.4,Refactor code,8.46,42.38,34.84,2.85,0.03,0.25,Code cleanup,Performance issue,Feature,6.18,4.4,Bob,17.06
SP3797,38,57.54,46.37,80.59,6.07,64.29,0.25,1.79,0.67,Frank,31.39,49.33,40.99,5.53,2.26,73.83,0.31,ISS2375,Story,Low,9.87,1.38,Write tests,5.31,25.78,44.67,0.02,2.3,0.08,API integration,Performance issue,DevOps,11.51,6.62,Carol,12.56
SP9196,9,39.97,30.42,76.11,6.43,54.28,0.57,4.48,0.63,Grace,37.7,45.12,35.3,7.35,1.24,99.98,0.49,ISS2073,Task,Low,4.55,7.25,Add feature,7.3,45.98,34.19,0.63,0.7,0.14,Security patch,Critical bug,Backend,3.6,3.57,Henry,7.22
SP2198,10,35.61,26.42,74.19,6.41,49.93,1.84,-0.27,0.67,David,51.52,39.44,30.37,3.59,3.23,65.74,0.33,ISS8437,Bug,Low,13.15,5.13,Update UI,11.9,37.95,39.79,0.89,1.23,0.07,Database migration,New module,Performance,4.96,2.47,Carol,12.03
SP8384,12,29.36,22.34,76.09,5.33,51.5,1.94,-2.0,0.54,Eve,31.35,38.53,41.72,5.89,3.34,114.27,0.55,ISS3836,Task,High,7.87,5.87,Add feature,11.46,43.43,43.92,3.0,2.56,0.24,Add unit tests,Critical bug,Feature,6.21,7.26,Carol,14.46
SP3455,1,41.51,32.64,78.63,7.86,20.85,1.39,3.33,0.6,Alice,34.85,34.7,25.7,5.93,2.87,81.75,0.41,ISS4172,Story,High,1.59,4.71,Refactor code,2.82,30.77,37.61,0.02,2.46,0.09,Add unit tests,New module,UI,5.5,4.54,David,10.86
SP2326,31,33.39,21.37,64.0,7.32,43.64,0.49,1.26,0.71,Frank,32.25,51.93,31.02,9.24,3.09,110.89,0.62,ISS1016,Bug,Medium,2.88,5.59,Add feature,9.65,44.28,40.44,0.82,2.37,0.06,Update UI,Tech debt,Backend,6.5,7.25,Alice,8.54
SP8645,17,20.0,8.29,41.45,3.47,49.45,2.64,2.81,0.45,David,47.53,52.69,29.07,2.96,3.52,85.45,0.45,ISS5106,Bug,High,5.89,5.85,Refactor code,11.5,49.71,44.82,0.7,0.35,0.09,Improve performance,User request,Performance,2.64,6.86,Frank,17.48
SP6746,3,55.12,50.98,92.49,3.52,49.44,1.64,-0.98,0.66,Grace,40.89,25.09,29.21,5.88,2.84,98.7,0.49,ISS2424,Task,Low,3.8,1.0,Update UI,2.3,29.41,34.25,1.27,0.17,0.0,Develop feature,User request,Backend,6.09,9.71,Carol,17.5
SP7603,1,47.85,31.82,66.5,1.34,36.83,2.04,0.27,0.5,Alice,38.81,31.08,40.27,2.42,1.16,108.53,0.39,ISS8630,Task,High,1.0,3.69,Refactor code,1.24,36.53,53.93,3.0,0.53,0.18,Update UI,User request,Backend,2.57,3.76,Bob,9.31
SP8542,27,47.0,29.69,63.17,3.03,63.12,2.16,1.64,0.57,Carol,44.33,43.29,28.57,8.91,2.18,115.03,0.53,ISS3847,Bug,Medium,1.84,8.51,Write tests,5.33,48.19,49.06,0.09,1.78,0.14,Code cleanup,Critical bug,Refactor,8.21,5.64,Frank,14.81
SP9504,35,24.6,19.19,78.01,8.49,39.91,1.04,6.56,0.71,Henry,38.28,46.43,49.67,8.16,2.37,94.46,0.26,ISS8595,Story,Medium,1.0,3.89,Add feature,1.0,36.25,52.02,0.31,0.33,0.03,Develop feature,Tech debt,Refactor,2.88,2.71,Grace,6.79
SP5235,31,33.74,25.78,76.41,7.81,32.21,1.33,5.47,0.62,Bob,51.13,48.89,46.84,7.45,1.46,104.73,0.51,ISS7612,Story,Low,1.45,6.69,Write tests,4.99,53.6,38.3,0.47,0.2,0.16,Refactor module,Critical bug,Performance,18.58,6.63,Carol,11.02
SP5462,17,33.03,18.74,56.74,4.37,43.42,0.61,4.76,0.58,Alice,43.92,44.51,39.22,6.52,2.1,102.43,0.49,ISS8187,Task,Low,3.45,5.41,Add feature,2.77,45.12,35.79,1.27,2.14,0.3,API integration,Critical bug,Feature,1.84,5.64,Bob,7.93
SP6943,9,30.81,25.53,82.86,7.97,45.45,2.34,0.44,0.59,Bob,27.33,36.24,36.02,6.59,1.29,97.33,0.39,ISS8118,Task,Medium,1.0,3.38,Write tests,2.95,26.32,45.3,0.06,1.19,0.0,Resolve blocker,New module,Testing,1.79,6.78,Eve,8.89
SP8456,19,57.75,41.01,71.01,4.47,55.07,5.0,8.49,0.49,Alice,35.26,42.69,29.05,2.68,0.97,108.36,0.43,ISS3856,Story,High,9.84,5.84,Performance fix,14.94,40.83,43.19,2.19,1.45,0.16,Database migration,Tech debt,Testing,1.7,5.48,Eve,17.85
SP6349,13,61.71,39.0,63.2,6.14,49.18,0.6,5.05,0.51,Carol,35.97,51.22,29.05,4.54,2.35,129.02,0.6,ISS2099,Task,Low,1.0,4.6,Refactor code,4.69,37.29,38.99,1.24,0.4,0.0,Improve performance,New module,Performance,25.24,6.81,Henry,9.72
SP8151,18,55.51,36.93,66.53,4.06,47.9,2.37,6.87,0.62,Henry,40.28,43.98,38.78,5.65,0.78,73.18,0.23,ISS9632,Task,Low,7.85,6.09,Performance fix,8.99,48.39,42.28,1.73,1.63,0.24,Fix bug,New module,Testing,9.71,3.13,Eve,15.24
SP3517,9,38.62,31.73,82.16,5.11,65.92,0.51,-2.0,0.71,Grace,43.0,25.41,34.92,2.0,3.25,110.71,0.52,ISS2369,Task,High,7.21,1.92,Performance fix,7.53,44.1,65.0,1.34,0.03,0.04,Database migration,Regression fix,Security,1.0,6.5,Bob,10.24
SP8594,11,53.13,44.07,82.95,3.25,59.47,1.57,6.64,0.52,Frank,46.56,54.22,55.43,7.32,1.67,102.61,0.4,ISS5366,Task,Low,1.64,9.21,Refactor code,7.3,33.97,32.89,0.88,1.99,0.1,Fix bug,Critical bug,Performance,17.85,6.2,Frank,11.34
SP1898,5,31.76,21.12,66.5,6.1,62.62,1.2,6.96,0.67,Bob,45.54,45.01,33.53,3.45,1.14,106.78,0.48,ISS7995,Task,High,10.18,4.69,Update UI,13.05,41.85,46.95,0.35,0.22,0.0,Improve performance,Critical bug,Testing,1.0,3.67,Alice,9.55
SP2533,30,47.71,44.02,92.27,9.13,58.77,0.02,6.09,0.64,Carol,55.77,26.82,47.7,6.9,0.95,115.18,0.43,ISS8729,Bug,Low,1.4,6.07,Add feature,6.91,35.2,50.15,1.25,1.1,0.07,Improve performance,Performance issue,Refactor,6.75,5.12,Grace,12.1
SP9738,40,40.5,34.05,84.07,4.4,40.59,0.63,5.25,0.69,David,37.99,24.56,50.86,8.0,2.23,85.96,0.31,ISS9800,Task,Low,1.0,2.15,Add feature,1.0,32.71,43.46,0.6,0.34,0.02,Refactor module,User request,Refactor,13.47,1.0,Alice,22.04
SP5722,4,49.85,46.7,93.68,9.13,50.96,0.82,-2.0,0.67,Eve,32.63,42.65,38.77,6.21,0.69,107.75,0.46,ISS5087,Story,Low,6.92,6.05,Fix bug,8.35,39.81,37.38,0.06,0.36,0.0,Develop feature,New module,Backend,4.38,4.9,Grace,8.78
SP2719,7,37.0,22.69,61.32,5.55,42.61,0.48,7.44,0.62,David,25.81,63.14,37.15,8.16,2.63,77.36,0.45,ISS9443,Story,Medium,6.69,4.36,Update UI,9.68,35.23,45.28,0.28,0.44,0.03,Code cleanup,Regression fix,Testing,3.03,6.74,Frank,11.02
SP6027,5,65.99,40.86,61.92,5.24,45.59,0.57,3.62,0.46,Carol,30.79,40.48,44.97,7.55,1.28,107.63,0.33,ISS4164,Bug,Medium,2.07,3.08,Add feature,4.27,34.93,39.31,0.97,0.11,0.04,Add unit tests,Regression fix,Performance,2.63,9.56,Bob,10.62
SP2688,17,47.25,26.46,56.0,4.66,50.36,0.57,8.55,0.66,Grace,44.69,15.06,43.9,3.3,0.0,111.06,0.39,ISS4433,Task,High,16.57,4.1,Write tests,17.72,36.34,47.53,1.15,0.33,0.0,Database migration,New module,Feature,3.42,6.92,Carol,12.98
SP8826,7,56.88,39.06,68.67,6.08,41.98,2.83,-2.0,0.69,Grace,47.24,46.74,36.84,4.09,3.58,115.17,0.51,ISS6565,Bug,Low,2.33,9.7,Fix bug,10.91,34.56,44.77,0.05,1.49,0.07,Add unit tests,Performance issue,Backend,3.48,6.26,Frank,12.6
SP5290,40,42.67,30.01,70.33,5.33,50.52,1.88,-2.0,0.69,Grace,22.57,25.84,33.98,7.24,0.74,136.83,0.59,ISS3892,Task,Medium,1.0,4.92,Refactor code,3.79,44.63,52.36,0.91,1.18,0.01,Refactor module,Critical bug,Performance,5.74,3.99,Eve,13.92
SP1847,34,43.5,29.69,68.25,0.38,42.8,0.02,-2.0,0.57,Grace,38.71,39.67,37.15,6.29,1.33,101.37,0.41,ISS6289,Story,Low,1.0,6.83,Refactor code,5.98,47.87,49.1,0.41,1.98,0.12,Load testing,User request,UI,1.75,4.42,Carol,4.66
SP6290,30,49.89,35.12,70.39,4.57,29.3,0.01,7.87,0.47,David,32.59,53.86,15.0,5.11,2.4,94.26,0.65,ISS5568,Story,Medium,11.41,4.28,Write tests,11.74,30.78,33.8,0.35,0.22,0.02,Security patch,New module,Performance,26.49,4.92,Henry,10.19
SP4338,40,35.56,26.0,73.12,3.72,43.2,0.19,3.22,0.75,Alice,42.03,31.83,32.53,4.77,1.58,102.88,0.38,ISS8641,Bug,High,7.31,9.69,Fix bug,15.38,41.48,45.76,1.09,0.28,0.04,Refactor module,User request,Bug,3.28,7.25,Frank,15.69
SP6411,8,56.82,44.09,77.6,5.59,60.17,0.43,0.86,0.77,Carol,36.41,29.88,37.93,2.04,1.79,106.66,0.4,ISS7952,Task,Medium,3.92,9.11,Update UI,12.1,41.84,46.95,0.9,0.99,0.01,Add unit tests,Regression fix,DevOps,3.37,3.65,Henry,16.74
SP2956,13,54.26,42.01,77.42,6.11,56.0,0.14,4.79,0.81,Carol,45.86,29.55,43.67,3.68,0.56,110.76,0.48,ISS7630,Task,Medium,1.49,6.67,Performance fix,2.41,40.87,39.06,0.04,0.71,0.06,Database migration,New module,Feature,1.84,4.22,Eve,4.3
SP5006,20,64.43,53.58,83.16,2.94,43.75,0.29,-2.0,0.65,Eve,37.11,41.44,25.5,9.09,2.13,95.75,0.35,ISS3408,Story,Low,5.78,7.43,Refactor code,7.46,43.96,47.92,2.75,0.67,0.0,Refactor module,Regression fix,Testing,8.74,5.46,Frank,13.06
SP3447,39,32.31,26.49,81.99,7.04,48.16,0.29,-0.91,0.72,Alice,40.0,10.0,31.36,9.31,3.74,96.02,0.51,ISS7905,Task,High,6.5,5.9,Write tests,11.33,39.8,36.63,0.28,0.43,0.03,Fix bug,New module,Performance,2.74,9.93,Alice,9.77
SP3743,27,39.85,27.87,69.94,6.4,74.87,0.69,2.98,0.49,Alice,45.45,48.94,43.78,4.46,0.46,100.63,0.46,ISS5890,Task,High,6.3,5.12,Add feature,9.86,38.05,30.89,1.25,1.24,0.07,Improve performance,Tech debt,Feature,1.0,3.3,Carol,6.02
SP2648,29,37.97,34.96,92.07,6.64,46.31,0.75,4.42,0.83,Eve,28.57,67.81,33.14,6.27,2.66,135.07,0.65,ISS4964,Bug,High,1.0,4.9,Update UI,6.82,48.77,39.13,1.28,0.29,0.08,API integration,User request,Performance,2.79,6.99,Grace,12.34
SP5668,15,47.0,34.83,74.11,1.56,50.19,3.22,2.2,0.63,Alice,41.42,44.08,37.66,7.49,2.95,75.65,0.3,ISS5229,Story,Medium,1.0,1.0,Performance fix,1.0,34.69,45.6,1.12,0.14,0.07,Refactor module,Regression fix,Feature,24.84,6.18,Grace,11.82
SP6938,1,45.54,33.24,72.99,6.59,57.21,0.88,-2.0,0.61,Henry,30.77,57.95,34.37,5.99,0.0,102.3,0.51,ISS5520,Bug,Low,2.42,4.8,Refactor code,3.97,39.46,27.19,1.49,0.12,0.27,Add unit tests,Critical bug,Security,4.45,5.32,Grace,12.24
SP8053,34,70.52,61.61,87.37,8.91,39.33,0.47,8.85,0.63,Grace,28.1,44.01,29.13,2.0,1.44,119.28,0.53,ISS2089,Story,High,3.64,2.83,Performance fix,5.76,43.89,41.91,0.39,0.02,0.0,Security patch,New module,UI,1.0,4.58,Frank,9.05
SP4172,32,69.43,49.94,71.93,3.97,37.93,3.42,2.73,0.45,Henry,42.46,30.24,39.7,8.63,0.77,88.6,0.24,ISS1744,Story,Low,8.61,6.13,Performance fix,9.99,36.56,44.76,0.49,0.14,0.0,Develop feature,Tech debt,Security,30.0,1.98,Bob,11.67
SP7124,14,46.98,29.11,61.96,3.06,39.4,0.69,2.44,0.38,David,38.45,50.35,43.06,6.76,0.6,76.73,0.31,ISS6169,Story,Low,8.24,8.2,Update UI,10.25,51.09,29.78,0.25,1.52,0.27,Code cleanup,Performance issue,Testing,3.4,7.9,Grace,12.73
SP8184,27,36.64,27.11,73.99,6.36,44.95,0.07,9.81,0.54,Bob,34.85,36.99,37.27,5.94,2.04,76.41,0.27,ISS6797,Story,Low,6.41,4.68,Refactor code,5.56,51.46,39.66,0.78,1.15,0.2,Database migration,User request,Feature,11.42,4.42,Frank,14.13
SP1173,26,22.15,15.75,71.11,5.26,46.93,1.7,1.41,0.64,Grace,34.61,51.87,35.85,5.16,1.7,86.87,0.42,ISS9994,Bug,High,7.18,1.91,Performance fix,12.46,40.34,46.89,0.75,0.38,0.0,Develop feature,Tech debt,Backend,2.05,6.8,Carol,13.21
SP9812,14,42.42,35.38,83.4,4.74,34.7,0.18,-2.0,0.71,Henry,35.52,54.7,30.69,5.46,1.59,98.89,0.54,ISS9800,Story,Medium,2.92,6.08,Refactor code,5.87,51.08,48.63,1.47,0.01,0.0,Database migration,Critical bug,Backend,7.43,5.73,Henry,7.81
SP5270,17,48.89,31.48,64.39,8.18,58.15,0.14,4.57,0.59,Bob,44.3,26.11,28.21,6.93,1.81,105.45,0.42,ISS5437,Bug,Low,3.94,7.12,Fix bug,10.48,39.64,33.78,1.86,1.05,0.19,Fix bug,Performance issue,DevOps,1.0,7.38,Grace,12.77
SP5725,36,40.65,33.67,82.83,7.33,33.98,2.21,0.55,0.75,Carol,38.15,39.53,48.66,8.55,2.09,92.52,0.37,ISS1924,Bug,Low,7.53,3.26,Write tests,7.72,45.46,44.65,0.0,0.01,0.06,Refactor module,User request,Testing,4.63,9.12,Alice,17.89
