Sprint_ID,Sprint_Number,Planned_Story_Points_Sprint,Completed_Story_Points,Percent_Done,Days_Remaining_Sprint,Historical_Velocity,Blocked_Stories,Scope_Change,Success_Label,Assignee,Planned_Story_Points_Resource,Current_Assigned_SP,Historical_Avg_SP,Remaining_Days_Resource,High_Priority_Tasks_Resource,Current_Workload_Percent,Expected_Overload,Issue_ID,Issue_Type,Priority,Original_Estimate_Hours,Story_Points_Issue,Description_Issue,Resolution_Time_Hours,Total_SP_This_Sprint,Historical_Avg_SP_Burnout,High_Priority_Tasks_Burnout,Consecutive_Overloads,Risk_Flag,Summary,Description_Resource,Labels,Original_Estimate_Resource,Story_Points_Resource,Assignee_Resource,Resolution_Time_Resource
SP2089,21,62.32,45.13,72.42,3.35,52.6,1.18,4.36,0.64,David,54.15,36.02,41.52,5.24,2.56,117.82,0.28,ISS5821,Task,Low,12.6,9.04,Write tests,11.64,51.88,28.55,1.81,2.59,0.43,API integration,Performance issue,Backend,21.13,7.52,Frank,6.22
SP1458,22,43.81,35.5,81.03,6.99,75.83,1.43,5.62,0.56,David,40.56,82.59,58.02,2.63,0.0,109.11,0.39,ISS3563,Story,High,1.0,11.25,Write tests,10.85,66.33,38.87,1.01,7.41,0.63,Database migration,Critical bug,Backend,17.34,4.8,Frank,12.42
SP5721,21,43.6,7.89,18.1,1.85,51.97,2.02,12.83,0.3,Bob,62.3,55.98,42.68,11.14,0.0,142.01,0.3,ISS1202,Bug,Medium,1.9,5.15,Refactor code,6.7,54.19,26.82,1.33,8.0,0.78,Fix bug,User request,Feature,11.24,8.13,Frank,18.76
SP7304,30,66.16,48.17,72.81,5.58,47.77,2.01,1.61,0.63,Bob,36.26,50.33,35.74,6.18,3.92,144.39,0.48,ISS1941,Story,Medium,9.56,6.1,Performance fix,15.41,42.62,36.43,3.6,2.06,0.27,Resolve blocker,New module,UI,1.0,10.6,Bob,11.3
SP2920,39,59.63,23.13,38.79,5.06,61.97,3.87,6.65,0.43,Bob,46.31,48.43,40.06,9.23,4.47,134.89,0.57,ISS1588,Bug,Low,1.0,5.21,Update UI,5.56,33.8,27.38,1.79,2.35,0.27,Fix bug,Critical bug,Security,1.0,8.69,Alice,32.26
SP8694,20,42.95,16.87,39.28,3.04,58.52,2.69,9.13,0.41,David,33.11,51.69,51.83,5.52,5.12,117.49,0.38,ISS9762,Bug,Low,5.64,5.88,Refactor code,10.19,40.83,35.58,0.86,1.48,0.09,Security patch,Critical bug,UI,6.78,9.22,Alice,18.0
SP6668,24,19.94,0.0,0.0,0.87,49.69,3.97,6.07,0.22,Eve,45.21,74.58,37.66,4.19,3.36,188.84,0.67,ISS9387,Story,High,1.0,4.36,Add feature,10.88,33.42,39.35,0.74,1.7,0.1,Add unit tests,New module,Refactor,1.0,4.06,Grace,14.8
SP7298,23,55.88,50.02,89.51,6.53,25.43,1.49,-0.53,0.37,Carol,41.93,80.17,25.72,6.87,0.32,154.76,0.64,ISS9609,Task,High,2.91,2.17,Fix bug,5.72,38.82,19.21,0.9,3.51,0.57,Develop feature,Performance issue,Performance,5.04,9.0,Bob,6.16
SP7629,7,57.29,47.58,83.05,4.47,71.15,1.92,3.91,0.79,Henry,30.21,43.06,32.95,0.37,0.31,132.7,0.36,ISS2642,Story,High,8.86,6.09,Fix bug,18.15,24.08,28.02,2.12,2.16,0.18,Add unit tests,Tech debt,Bug,7.87,10.18,Eve,11.28
SP6146,9,31.81,20.5,64.45,3.99,68.64,2.69,-3.23,0.43,Carol,50.24,71.03,34.06,2.76,4.18,139.64,0.67,ISS2365,Bug,Medium,10.16,4.74,Refactor code,12.33,32.38,33.93,0.6,2.88,0.08,Code cleanup,Critical bug,DevOps,9.23,8.45,Bob,16.16
SP2003,1,37.27,14.24,38.21,7.73,37.25,0.15,1.46,0.44,Bob,49.04,69.4,36.86,2.36,3.52,122.32,0.43,ISS8556,Bug,High,7.23,8.33,Performance fix,15.66,47.88,43.77,2.36,6.14,0.4,Refactor module,Regression fix,Refactor,19.85,9.38,Bob,14.15
SP4083,26,43.88,39.75,90.59,4.89,56.24,1.36,0.0,0.64,David,42.2,72.91,53.11,7.77,1.99,125.99,0.54,ISS1008,Bug,High,1.38,4.17,Write tests,9.87,30.06,31.81,0.77,1.38,0.15,Add unit tests,Tech debt,Feature,1.0,5.34,Eve,11.81
SP3589,38,56.78,30.71,54.09,1.68,42.16,3.13,3.33,0.38,Eve,31.35,69.11,34.53,0.96,3.22,131.73,0.49,ISS1531,Bug,High,7.93,4.01,Performance fix,20.3,34.81,22.71,1.57,5.45,0.43,Security patch,Performance issue,Bug,24.96,3.33,Alice,14.31
SP5310,38,87.25,49.09,56.26,7.06,57.93,3.23,9.89,0.3,David,53.53,61.75,60.12,5.68,1.47,146.1,0.26,ISS2035,Story,Low,7.26,6.65,Performance fix,13.71,57.06,26.32,1.14,4.35,0.67,Resolve blocker,User request,Performance,9.95,4.41,Henry,14.77
SP3241,22,66.77,52.69,78.91,8.02,66.73,1.85,2.56,0.56,Carol,48.4,41.69,33.71,7.44,0.85,143.25,0.41,ISS2617,Story,Medium,11.72,3.31,Update UI,19.79,51.92,20.76,0.63,8.0,0.7,Code cleanup,Performance issue,UI,6.25,6.7,Henry,11.05
SP6766,10,27.37,18.15,66.31,5.17,48.04,0.56,3.51,0.54,Carol,68.26,30.68,26.02,6.4,0.14,132.57,0.31,ISS7722,Task,Medium,15.05,7.53,Write tests,20.97,38.98,36.21,1.48,2.34,0.19,Refactor module,Performance issue,Refactor,6.93,8.74,Eve,29.71
SP8711,6,43.46,13.43,30.9,3.37,60.67,1.07,9.96,0.65,Alice,31.25,39.22,32.4,8.6,2.05,117.4,0.47,ISS4716,Story,High,11.92,8.81,Write tests,30.81,73.64,26.9,0.58,1.04,0.37,Code cleanup,Performance issue,Feature,1.0,6.13,Eve,15.88
SP5980,17,48.58,15.0,30.88,9.13,28.86,2.39,5.44,0.24,David,45.48,64.21,39.36,4.52,2.27,93.08,0.47,ISS7075,Bug,Low,6.48,4.29,Refactor code,6.2,49.36,46.55,2.28,4.09,0.33,Database migration,Critical bug,Feature,5.48,10.75,Alice,17.02
SP1938,38,57.54,21.47,37.31,8.67,37.09,3.72,5.62,0.26,David,70.16,48.92,30.93,7.52,2.57,146.15,0.5,ISS2076,Story,Medium,8.62,1.0,Add feature,5.35,35.67,36.83,4.06,2.48,0.06,Fix bug,User request,Backend,1.31,9.96,Henry,16.91
SP5301,24,37.81,10.49,27.74,5.25,63.51,2.22,3.59,0.42,Carol,55.67,41.72,56.44,6.63,3.11,160.83,0.5,ISS8603,Task,Low,12.74,8.01,Performance fix,14.08,68.74,29.16,1.74,6.3,0.7,Improve performance,Critical bug,Security,4.03,10.58,Henry,21.31
SP4970,10,58.77,47.03,80.02,-0.05,40.42,1.62,5.22,0.56,Bob,46.93,70.6,21.56,1.45,0.68,131.91,0.45,ISS5015,Task,Low,3.75,5.19,Refactor code,7.48,55.23,45.51,1.11,4.07,0.23,Improve performance,User request,Performance,12.07,12.11,Grace,12.67
SP4999,8,42.3,9.31,22.01,1.91,37.6,2.08,8.9,0.21,David,32.29,52.31,28.46,3.08,2.95,115.06,0.53,ISS8129,Story,Medium,2.87,2.35,Add feature,6.28,79.38,36.94,0.7,4.31,0.58,Develop feature,User request,Backend,1.01,11.63,Frank,7.95
SP5650,21,58.74,52.58,89.51,10.96,39.12,1.94,0.75,0.65,Bob,54.49,40.91,18.36,0.26,3.08,122.97,0.59,ISS3962,Bug,Medium,1.41,1.44,Performance fix,6.39,62.62,31.43,1.18,3.82,0.6,Load testing,Tech debt,Bug,40.0,12.2,David,18.84
SP7627,6,51.14,19.87,38.85,2.06,33.83,0.76,4.95,0.35,Alice,39.36,40.61,36.16,0.0,2.99,125.78,0.31,ISS5840,Story,High,1.85,7.3,Add feature,8.73,54.67,34.94,0.71,0.97,0.24,Resolve blocker,Regression fix,DevOps,11.21,10.83,David,19.49
SP4408,21,80.68,71.19,88.24,7.51,65.07,1.43,-0.53,0.58,Carol,39.82,55.76,42.96,5.91,2.86,146.91,0.46,ISS1912,Bug,High,4.72,2.95,Add feature,13.32,36.85,43.54,1.17,1.52,0.05,Improve performance,Regression fix,Bug,10.88,10.75,David,12.66
SP9962,39,64.68,27.68,42.8,0.79,66.18,4.05,-1.4,0.3,David,65.49,63.08,29.47,3.67,1.55,122.1,0.49,ISS5149,Bug,Medium,1.0,12.68,Write tests,11.1,66.94,26.64,4.01,2.07,0.57,Security patch,User request,UI,16.09,6.84,Alice,20.17
SP1248,24,69.71,48.1,69.0,1.89,38.59,2.2,6.03,0.42,Grace,59.61,70.05,37.3,1.98,2.27,162.29,0.47,ISS5070,Story,Low,9.57,3.0,Performance fix,7.23,21.31,32.24,5.62,4.19,0.35,Update UI,Performance issue,UI,2.15,7.32,Bob,12.77
SP9564,33,34.14,11.37,33.3,2.4,33.39,3.12,6.1,0.51,Bob,46.92,35.44,30.66,4.79,4.57,141.45,0.5,ISS6699,Story,High,1.15,7.06,Performance fix,8.44,20.19,38.36,3.54,2.36,0.17,Security patch,Performance issue,Performance,18.8,7.69,Bob,4.52
SP6950,18,42.02,16.42,39.08,5.65,48.59,1.86,-3.28,0.43,David,41.72,46.52,39.21,6.11,3.05,114.1,0.33,ISS6922,Bug,High,2.72,6.51,Fix bug,12.14,74.31,27.71,1.63,2.55,0.47,Security patch,Regression fix,Security,5.58,7.2,Bob,16.29
SP3926,28,54.91,37.36,68.04,4.8,32.45,3.96,1.5,0.28,Henry,23.19,67.68,46.0,9.03,2.26,114.15,0.45,ISS9535,Story,High,1.0,1.81,Fix bug,3.0,31.7,39.83,3.39,1.54,0.18,Develop feature,Critical bug,Feature,4.05,2.44,Alice,21.29
SP8975,32,31.5,21.03,66.76,12.07,60.59,2.63,3.15,0.53,Carol,50.59,51.25,38.98,5.84,3.71,143.39,0.46,ISS6280,Task,Low,11.45,10.59,Refactor code,15.57,31.34,33.11,2.48,2.7,0.14,Load testing,Tech debt,UI,4.01,8.16,Carol,17.29
SP4857,12,65.68,20.75,31.59,-1.15,50.15,7.24,5.62,0.34,Grace,44.91,48.77,52.96,9.45,1.97,154.17,0.32,ISS9894,Bug,High,9.83,3.11,Refactor code,18.81,30.33,37.13,1.58,1.27,0.07,Refactor module,Critical bug,Performance,5.27,10.03,Alice,5.03
SP5930,27,51.96,36.32,69.9,-1.38,44.56,1.77,10.77,0.57,Grace,52.24,49.7,27.97,5.29,1.58,180.62,0.51,ISS2898,Bug,Medium,2.59,13.55,Refactor code,11.46,36.8,33.1,3.49,4.56,0.29,Update UI,Regression fix,Testing,6.51,4.67,Henry,12.22
SP8014,10,66.5,44.12,66.35,2.19,65.32,0.72,-1.41,0.54,Alice,12.72,47.08,51.76,3.85,0.89,144.1,0.33,ISS7555,Bug,Low,3.35,2.88,Performance fix,7.4,55.69,30.94,2.55,1.09,0.45,Security patch,Performance issue,Performance,2.54,5.25,Bob,10.96
SP9893,32,57.23,41.15,71.9,4.92,35.85,2.3,4.39,0.34,Alice,32.41,69.33,23.1,4.61,2.54,134.0,0.57,ISS9390,Task,Low,13.32,10.95,Update UI,14.57,46.7,44.88,2.29,1.94,0.26,Improve performance,Critical bug,UI,4.77,7.51,Henry,21.27
SP7966,26,50.67,23.85,47.07,5.18,43.6,5.06,11.84,0.49,Eve,37.79,51.24,46.03,6.09,1.01,141.35,0.43,ISS4232,Story,Low,1.0,4.03,Performance fix,1.08,46.55,23.16,2.06,4.77,0.74,Load testing,New module,Backend,1.0,2.17,Alice,12.84
SP7587,25,48.16,32.93,68.38,3.74,32.05,4.12,9.93,0.34,Carol,45.95,38.27,26.95,0.0,0.0,181.45,0.41,ISS3822,Story,Medium,17.87,9.51,Performance fix,27.81,40.54,35.6,1.71,5.69,0.5,Update UI,Performance issue,Bug,4.11,2.02,Henry,25.3
SP7496,11,38.47,23.5,61.09,0.98,29.31,0.98,-5.0,0.4,David,44.38,58.21,17.36,5.32,0.96,75.92,0.34,ISS5484,Bug,High,1.66,7.34,Write tests,6.03,55.75,41.68,1.03,2.49,0.19,Improve performance,New module,Bug,2.13,4.84,Alice,5.32
SP6091,23,37.57,10.84,28.85,3.58,36.4,2.52,3.26,0.36,Grace,37.61,42.47,41.49,5.2,3.19,146.13,0.48,ISS9665,Story,Medium,6.33,1.0,Add feature,7.64,40.24,43.06,2.45,1.67,0.12,Code cleanup,Tech debt,Security,1.78,6.06,Eve,11.8
SP9985,34,63.33,45.64,72.07,1.12,37.85,3.03,7.17,0.4,Grace,46.39,58.21,39.66,6.34,1.31,166.38,0.43,ISS6500,Bug,Medium,3.14,11.65,Refactor code,17.7,70.4,35.56,1.25,8.0,0.64,Develop feature,New module,Refactor,1.0,4.79,Henry,10.42
SP1677,40,60.02,43.78,72.94,3.89,36.47,2.52,8.91,0.49,Alice,64.02,37.01,10.97,8.12,1.95,144.05,0.46,ISS2654,Story,Medium,3.95,2.25,Performance fix,6.23,36.59,33.02,2.1,3.26,0.31,Add unit tests,Critical bug,Refactor,40.0,5.94,Eve,4.49
SP6909,23,68.51,20.77,30.32,6.7,48.63,1.55,9.22,0.38,David,47.56,57.84,32.88,3.47,0.0,68.55,0.26,ISS1591,Task,Low,1.0,6.01,Fix bug,1.24,71.06,29.92,0.92,5.02,0.72,Add unit tests,New module,Bug,18.31,4.99,Carol,17.0
SP2561,29,41.81,16.4,39.23,-2.65,48.51,2.19,-1.78,0.38,Carol,52.9,53.2,38.61,4.06,3.17,149.28,0.67,ISS2848,Task,Low,5.48,3.41,Fix bug,6.17,49.38,39.68,3.18,2.95,0.28,Update UI,New module,Refactor,1.0,8.0,Carol,22.87
SP5053,31,66.84,49.28,73.73,7.32,26.72,3.88,6.15,0.24,Carol,44.73,52.42,46.37,5.17,3.71,154.01,0.43,ISS6191,Story,Low,11.5,6.25,Update UI,8.87,68.06,28.98,4.07,2.17,0.65,API integration,User request,Backend,3.51,1.0,David,23.36
SP9644,7,47.35,32.42,68.47,-1.6,61.96,0.67,4.48,0.63,Bob,42.45,32.58,51.15,4.84,3.04,87.52,0.33,ISS4041,Bug,Medium,3.65,8.25,Update UI,3.83,64.96,37.27,1.25,3.46,0.43,Update UI,New module,Performance,12.79,3.07,Grace,21.76
SP4656,40,58.7,28.39,48.36,0.59,27.26,2.89,10.52,0.27,Frank,41.03,60.1,36.63,6.19,3.34,162.56,0.6,ISS1167,Bug,High,8.35,5.12,Fix bug,15.81,40.92,28.91,1.76,5.12,0.56,Improve performance,Performance issue,Refactor,4.01,10.66,Bob,24.75
SP6234,33,69.37,53.13,76.59,11.67,24.09,2.64,7.5,0.58,Bob,45.43,49.73,41.36,3.09,2.5,118.47,0.41,ISS5379,Task,Low,2.41,2.01,Fix bug,7.48,46.63,40.23,0.89,4.57,0.29,Resolve blocker,Critical bug,DevOps,3.62,5.57,Alice,12.86
SP5146,21,81.07,30.66,37.82,2.24,65.54,5.25,6.47,0.2,Carol,59.2,48.62,47.16,6.39,2.72,164.45,0.42,ISS8661,Bug,Low,5.42,4.16,Write tests,6.05,39.39,43.44,1.09,7.19,0.38,Add unit tests,Critical bug,UI,4.05,6.91,Carol,9.36
SP6488,2,66.09,35.72,54.05,6.95,33.46,0.64,4.63,0.51,Bob,59.19,56.72,47.08,3.67,0.56,116.9,0.47,ISS7967,Task,High,1.0,6.38,Update UI,11.63,42.22,52.6,0.63,0.72,0.01,Resolve blocker,User request,DevOps,10.39,11.97,Grace,23.22
SP9081,18,53.04,41.79,78.79,8.21,55.36,0.93,4.37,0.78,Alice,56.03,58.59,44.91,6.31,4.87,129.39,0.48,ISS8283,Bug,Medium,12.79,3.11,Performance fix,21.85,60.59,36.95,1.05,0.93,0.38,Refactor module,Performance issue,Refactor,12.26,4.2,Grace,15.55
SP1209,33,58.41,32.13,55.01,7.01,41.24,3.42,10.22,0.24,Bob,46.94,51.89,52.62,8.87,5.07,150.47,0.53,ISS5010,Task,Low,17.15,8.36,Add feature,22.55,29.24,27.47,1.63,8.0,0.5,Resolve blocker,Regression fix,Feature,5.49,9.83,David,4.27
SP5983,37,68.74,27.27,39.67,-1.05,34.92,3.96,1.81,0.17,Bob,54.08,40.04,50.82,5.58,6.21,146.03,0.43,ISS5986,Bug,Low,14.82,2.83,Fix bug,8.75,46.49,27.02,1.54,2.31,0.4,Fix bug,Tech debt,Backend,10.23,5.9,Frank,14.76
SP8141,34,60.65,44.5,73.37,3.07,32.22,3.52,10.5,0.41,Frank,39.56,45.06,40.42,5.11,2.96,153.66,0.32,ISS4848,Story,Medium,3.66,7.73,Performance fix,12.75,31.02,36.08,1.14,5.1,0.26,Update UI,Regression fix,Bug,6.71,5.42,Bob,8.5
SP5945,20,44.01,36.38,82.66,1.05,55.71,2.81,3.73,0.59,Alice,58.73,48.26,31.56,5.6,0.77,157.51,0.56,ISS3181,Story,Medium,1.0,4.12,Update UI,3.6,48.29,42.13,3.98,1.14,0.22,Develop feature,Critical bug,Bug,11.44,7.24,Henry,13.95
SP8980,35,59.22,21.62,36.51,5.06,36.0,2.74,3.45,0.28,Henry,58.68,74.32,41.71,1.67,3.24,135.89,0.52,ISS1832,Story,High,3.96,13.28,Refactor code,19.32,46.73,30.78,2.35,5.91,0.72,API integration,Critical bug,UI,1.0,5.52,Frank,21.16
SP4966,18,69.55,36.57,52.58,2.0,66.43,0.93,3.53,0.53,Eve,43.79,83.19,53.12,2.78,4.02,119.37,0.52,ISS2021,Task,Medium,5.15,7.72,Fix bug,9.97,47.31,39.84,0.99,8.0,0.5,Security patch,Tech debt,UI,15.31,6.44,Eve,27.76
SP9818,24,77.19,57.24,74.15,7.55,27.16,3.16,4.06,0.39,Frank,35.19,52.78,30.67,5.42,2.51,139.73,0.66,ISS4492,Bug,Low,5.02,8.85,Add feature,11.72,36.38,34.57,3.44,2.4,0.26,Refactor module,Regression fix,Feature,10.38,9.87,Grace,7.44
SP3824,8,50.93,9.65,18.95,5.85,71.23,4.54,10.83,0.28,Alice,38.46,59.09,53.12,6.0,2.58,102.09,0.35,ISS1288,Bug,Medium,6.41,4.75,Refactor code,11.75,53.63,30.67,0.6,3.82,0.35,Security patch,Performance issue,Security,9.5,10.06,Bob,12.65
SP2250,30,33.25,18.87,56.75,2.3,18.81,1.76,0.35,0.41,David,28.0,63.4,36.12,2.72,0.97,136.74,0.41,ISS8816,Task,Medium,1.66,8.64,Performance fix,8.76,53.63,37.85,0.97,1.87,0.18,Add unit tests,Performance issue,DevOps,17.04,1.14,Alice,20.2
SP5758,10,23.3,11.88,50.99,3.81,54.28,0.61,-1.45,0.46,Grace,39.29,61.46,16.98,5.61,2.87,148.83,0.61,ISS2076,Story,Low,1.0,5.99,Performance fix,9.59,58.63,46.66,0.41,5.77,0.35,Improve performance,New module,DevOps,40.0,7.16,Frank,7.32
SP5363,23,61.93,46.01,74.29,5.18,32.37,1.61,0.46,0.53,Henry,27.28,53.52,33.43,4.89,3.97,124.25,0.49,ISS2371,Story,High,3.21,5.49,Write tests,10.56,43.14,33.06,1.85,2.79,0.37,API integration,User request,Security,10.11,6.37,Carol,8.39
SP3163,11,27.0,8.39,31.07,3.69,26.13,3.39,2.91,0.41,David,33.05,68.66,26.66,4.55,2.53,99.21,0.57,ISS2074,Task,Low,6.36,7.47,Write tests,9.5,60.15,30.02,0.36,8.0,0.87,Code cleanup,Critical bug,Refactor,13.98,2.3,David,13.72
SP2853,2,54.8,49.27,89.91,1.29,48.5,0.27,-0.01,0.79,Alice,49.91,56.64,29.14,2.08,0.0,131.04,0.37,ISS5934,Bug,Low,1.97,2.1,Refactor code,1.0,39.65,15.08,1.69,1.64,0.4,Add unit tests,User request,UI,3.55,12.4,Eve,16.2
SP1753,26,66.17,40.63,61.4,2.97,60.14,3.18,-4.65,0.49,Bob,37.65,55.42,64.74,4.87,2.28,127.97,0.25,ISS1039,Bug,High,8.14,4.48,Refactor code,16.93,30.08,28.3,1.55,2.82,0.14,Security patch,Tech debt,Refactor,5.96,10.52,Eve,7.57
SP6448,36,47.55,29.05,61.09,2.38,47.07,1.9,2.95,0.38,Alice,30.49,70.12,34.85,11.92,3.03,136.13,0.58,ISS5274,Task,Low,9.34,3.93,Fix bug,5.84,49.66,39.36,2.04,3.27,0.31,Security patch,Regression fix,UI,1.0,9.92,Grace,18.64
SP2868,33,27.56,21.92,79.54,-2.06,49.34,1.7,0.81,0.69,Bob,45.32,46.9,41.73,3.48,4.91,136.0,0.49,ISS1182,Story,Medium,1.84,11.98,Fix bug,9.25,45.48,35.87,1.55,4.12,0.29,Refactor module,User request,Refactor,33.32,10.76,David,26.25
SP1181,13,31.1,14.85,47.75,6.48,53.06,3.98,7.94,0.53,Bob,46.13,36.55,43.18,6.52,3.31,129.15,0.43,ISS6496,Bug,Low,5.73,10.28,Fix bug,16.17,36.65,47.48,1.41,0.82,0.17,Database migration,User request,Backend,16.55,9.77,Henry,20.86
SP2513,40,36.2,19.38,53.54,1.98,59.26,4.21,8.5,0.33,David,24.64,49.7,37.69,7.34,0.0,115.83,0.35,ISS9688,Story,Low,1.0,3.89,Add feature,5.17,47.64,29.36,1.08,6.34,0.6,Load testing,Regression fix,Security,5.4,8.77,David,20.3
SP4344,25,48.14,11.23,23.33,2.19,74.69,2.62,6.29,0.2,David,50.35,49.95,25.53,7.18,5.34,121.68,0.63,ISS9788,Bug,High,3.75,8.21,Update UI,18.75,30.05,33.06,1.26,2.16,0.13,Update UI,Regression fix,Testing,5.17,5.26,David,17.76
SP6238,4,68.06,54.91,80.68,6.18,38.83,0.48,-3.6,0.53,Eve,50.44,34.94,29.39,3.91,1.31,133.29,0.37,ISS3508,Bug,Medium,1.73,4.88,Fix bug,5.13,46.94,37.38,2.23,0.51,0.16,API integration,Performance issue,Testing,9.96,10.11,Bob,7.75
SP8089,19,50.18,26.18,52.17,4.73,57.18,1.44,10.08,0.28,Grace,25.9,52.36,32.02,0.54,2.56,163.56,0.56,ISS9876,Task,Medium,8.59,8.24,Refactor code,14.44,54.12,34.93,0.71,1.88,0.39,Code cleanup,Performance issue,UI,3.69,6.84,Henry,11.61
SP7401,18,82.3,74.09,90.02,2.96,41.4,0.97,1.06,0.56,Grace,68.27,74.68,32.19,1.38,0.77,160.01,0.55,ISS9072,Story,High,4.49,9.02,Performance fix,14.38,42.9,45.19,0.46,1.02,0.13,Update UI,User request,Performance,3.87,8.43,Bob,8.92
SP3556,37,65.61,16.43,25.04,4.42,47.38,3.4,9.04,0.26,David,67.27,29.83,43.19,6.38,2.59,145.1,0.31,ISS1318,Story,High,6.62,5.3,Fix bug,14.25,34.12,19.16,1.3,3.5,0.55,Update UI,Critical bug,Refactor,1.0,11.78,Carol,21.97
SP7098,30,54.43,39.04,71.73,2.5,60.23,3.24,7.68,0.5,Henry,61.98,55.71,39.31,5.57,3.71,144.19,0.46,ISS3403,Bug,High,2.68,3.68,Performance fix,3.75,43.83,51.99,0.76,3.62,0.3,API integration,Tech debt,Feature,4.01,12.39,David,16.6
SP6280,19,48.93,19.87,40.61,0.83,52.71,1.54,1.19,0.41,Alice,34.11,45.08,36.21,7.1,3.09,160.67,0.46,ISS1728,Task,High,6.23,6.5,Refactor code,11.82,56.91,42.7,1.67,5.46,0.4,Database migration,Performance issue,Bug,1.0,4.68,David,8.59
SP5244,23,42.53,25.54,60.05,2.94,38.81,1.77,6.07,0.55,Henry,24.06,46.98,40.34,5.87,2.1,129.57,0.36,ISS2287,Story,Medium,1.0,5.8,Write tests,8.23,43.51,41.47,0.67,2.75,0.15,Security patch,Regression fix,Performance,6.28,7.56,Grace,12.74
SP3164,16,52.24,36.8,70.44,2.85,51.57,2.29,4.57,0.56,David,32.08,69.8,28.68,6.66,5.3,126.24,0.67,ISS5001,Story,Low,1.78,6.69,Performance fix,7.99,53.01,47.19,1.03,3.29,0.2,Refactor module,Regression fix,Testing,1.79,2.37,Henry,12.2
SP7601,1,58.14,17.64,30.34,1.62,55.29,4.42,7.34,0.33,Bob,56.66,47.18,27.62,7.3,1.86,107.6,0.36,ISS6606,Story,Low,2.57,7.93,Fix bug,9.18,54.88,30.99,0.32,1.04,0.19,Resolve blocker,Performance issue,Backend,1.1,6.99,Alice,13.62
SP3021,12,54.82,24.09,43.94,-0.23,59.46,1.35,1.25,0.59,Bob,45.16,55.79,41.85,3.71,1.17,117.12,0.19,ISS9752,Story,Low,3.75,6.85,Performance fix,12.74,34.15,29.91,1.53,1.88,0.17,Resolve blocker,User request,Refactor,14.79,7.39,David,15.69
SP3821,24,42.52,27.24,64.06,3.96,67.12,2.22,5.47,0.54,Carol,55.73,57.55,33.25,2.43,2.49,143.15,0.53,ISS2375,Task,Medium,9.21,8.1,Write tests,19.47,37.53,53.47,0.99,2.17,0.19,Code cleanup,Regression fix,Testing,10.78,8.43,Henry,15.37
SP6938,34,34.52,9.52,27.58,-3.0,76.89,3.5,1.51,0.37,Alice,52.04,44.63,43.44,4.61,3.0,131.64,0.35,ISS1024,Story,Low,2.37,5.21,Add feature,8.47,61.25,39.52,5.33,2.46,0.38,Improve performance,Tech debt,Feature,2.42,7.3,Carol,2.0
SP7132,8,77.94,48.83,62.65,3.98,50.04,1.03,8.55,0.46,Eve,72.97,55.9,55.43,6.7,1.19,146.77,0.29,ISS2154,Bug,Low,8.54,6.38,Performance fix,19.69,53.55,33.76,1.88,1.3,0.35,Database migration,Critical bug,Backend,9.01,4.56,Eve,11.96
SP6969,18,59.51,23.35,39.24,2.8,33.45,3.95,3.86,0.27,Frank,66.92,73.58,52.47,8.4,4.03,138.37,0.53,ISS2459,Bug,Low,4.83,3.72,Performance fix,9.71,41.74,36.27,1.67,2.73,0.32,Improve performance,Critical bug,DevOps,5.3,6.11,Eve,9.08
SP7168,5,55.33,17.24,31.16,3.51,54.75,3.06,-0.35,0.26,Frank,45.3,51.09,41.51,8.2,2.41,146.89,0.37,ISS6107,Bug,Medium,6.55,4.65,Fix bug,10.68,55.67,38.14,2.12,1.97,0.36,Update UI,Performance issue,Feature,6.0,7.88,Grace,15.75
SP1713,26,57.6,15.69,27.24,4.29,29.93,2.98,7.41,0.0,Grace,51.73,69.82,41.2,9.28,3.23,161.84,0.54,ISS5706,Task,High,6.09,8.53,Write tests,13.05,61.96,28.43,0.78,1.99,0.4,Develop feature,New module,Security,1.0,6.61,Henry,24.38
SP8203,30,66.52,21.81,32.79,5.89,78.53,2.65,9.49,0.32,Eve,30.63,67.02,50.81,6.49,2.03,139.08,0.5,ISS3156,Story,Low,1.86,1.0,Add feature,3.66,32.27,30.5,1.64,2.34,0.23,Refactor module,Critical bug,Security,3.55,9.65,David,18.01
SP4545,13,42.98,16.59,38.6,2.07,41.64,6.81,2.08,0.42,Frank,31.48,58.88,55.25,4.79,2.19,127.58,0.39,ISS6979,Story,Medium,3.12,9.7,Performance fix,9.49,39.79,32.65,0.49,1.89,0.24,Fix bug,Critical bug,Testing,13.77,2.35,Grace,22.53
SP9414,19,48.06,13.41,27.9,2.61,64.78,2.77,12.75,0.36,David,65.85,40.79,43.09,7.58,2.93,116.05,0.36,ISS8943,Task,Low,30.06,6.6,Update UI,27.23,38.38,31.76,4.72,1.18,0.25,API integration,Critical bug,Security,5.36,9.96,Henry,16.81
SP1863,29,38.71,23.59,60.94,4.24,54.73,3.0,11.24,0.47,Carol,37.5,56.34,60.01,6.24,2.01,168.78,0.38,ISS7042,Task,Low,1.0,2.75,Performance fix,1.0,43.36,51.39,0.9,2.64,0.1,Resolve blocker,Tech debt,Feature,1.0,7.08,Frank,12.7
